athlete_id,session_id,sensor_id,timestamp_s,body_roll_deg,pitch_deg,yaw_deg,stroke_rate_spm,lap_speed_mps,stroke_type,fatigue_level,movement_quality
A007,S001,SENS03,87,6.07,18.54,-0.85,35.06,1.067,Breaststroke,Low,Medium
A007,S001,SENS03,88,-3.06,7.22,-2.83,34.63,1.06,Breaststroke,Low,Bad
A007,S001,SENS03,89,6.58,16.47,-10.8,29.4,1.158,Breaststroke,Low,Bad
A007,S001,SENS03,90,-8.91,11.95,2.5,34.77,1.08,Breaststroke,Low,Bad
A007,S001,SENS03,91,-3.19,9.97,4.6,32.7,1.096,Breaststroke,Low,Bad
A007,S001,SENS03,92,-0.07,9.97,-5.99,33.56,1.043,Breaststroke,Low,Medium
A007,S001,SENS03,93,-9.29,12.96,7.6,33.53,1.072,Breaststroke,Low,Bad
A007,S001,SENS03,94,3.93,14.31,7.35,35.48,1.111,Breaststroke,Low,Medium
A007,S001,SENS03,95,-1.88,19.43,0.82,36.5,1.161,Breaststroke,Low,Medium
A007,S001,SENS03,96,-1.23,10.83,1.38,36.27,1.179,Breaststroke,Low,Good
A007,S001,SENS03,97,2.06,15.97,0.07,32.22,1.076,Breaststroke,Low,Good
A007,S001,SENS03,98,1.53,12.21,3.68,33.21,1.15,Breaststroke,Low,Medium
A007,S001,SENS03,99,-9.55,21.1,3.1,35.86,1.136,Breaststroke,Low,Bad
A007,S001,SENS03,100,-1.76,18.8,5.48,34.44,1.093,Breaststroke,Medium,Medium
A007,S001,SENS03,101,-1.22,21.08,-5.68,34.88,1.11,Breaststroke,Medium,Bad
A007,S001,SENS03,102,0.8,9.14,-2.74,32.97,1.17,Breaststroke,Medium,Medium
A007,S001,SENS03,103,-12.31,10.92,-5.88,35.68,1.028,Breaststroke,Medium,Bad
A007,S001,SENS03,104,8.24,13.07,-8.85,34.37,1.079,Breaststroke,Medium,Bad
A007,S001,SENS03,105,-2.18,13.93,4.77,31.77,1.088,Breaststroke,Medium,Medium
A007,S001,SENS03,106,3.43,17.71,1.28,31.24,1.095,Breaststroke,Medium,Good
A007,S001,SENS03,107,2.72,14.5,8.27,36.42,1.079,Breaststroke,Medium,Medium
A007,S001,SENS03,108,-0.99,17.29,4.74,33.68,1.119,Breaststroke,Medium,Medium
A007,S001,SENS03,109,-10.83,13.07,0.11,27.42,1.178,Breaststroke,Medium,Medium
A007,S001,SENS03,110,-1.21,17.19,-2.73,33.67,1.045,Breaststroke,Medium,Good
A007,S001,SENS03,111,8.39,16.86,-1.14,33.1,1.053,Breaststroke,Medium,Medium
A007,S001,SENS03,112,-1.26,13.19,3.69,34.57,1.146,Breaststroke,Medium,Good
A007,S001,SENS03,113,1.79,18.75,-4.45,35.04,1.015,Breaststroke,Medium,Medium
A007,S001,SENS03,114,-7.61,14.01,4.44,33.83,1.177,Breaststroke,Medium,Medium
A007,S001,SENS03,115,-2.68,15.63,-3.15,36.24,1.093,Breaststroke,Medium,Good
A007,S001,SENS03,116,-1.02,12.14,2.35,37.18,1.087,Breaststroke,Medium,Good
A007,S001,SENS03,117,-0.13,15.23,-4.68,36.14,1.04,Breaststroke,Medium,Good
A007,S001,SENS03,118,-5.04,12.89,1.6,34.22,1.116,Breaststroke,Medium,Medium
A007,S001,SENS03,119,-4.76,18.51,-13.5,33.52,1.061,Breaststroke,Medium,Bad
A007,S001,SENS03,120,-2.19,13.78,-2.36,33.75,1.16,Breaststroke,Medium,Good
A007,S001,SENS03,121,3.67,12.42,-6.95,34.95,1.099,Breaststroke,Medium,Medium
A007,S001,SENS03,122,2.4,12.71,-3.01,35.96,1.113,Breaststroke,Medium,Medium
A007,S001,SENS03,123,-3.85,14.42,3.1,36.44,1.055,Breaststroke,Medium,Good
A007,S001,SENS03,124,3.16,17.34,0.11,32.25,0.989,Breaststroke,Medium,Good
A007,S001,SENS03,125,-0.9,14.74,-0.33,35.62,0.998,Breaststroke,Medium,Good
A007,S001,SENS03,126,-0.17,14.64,-3.31,33.15,1.006,Breaststroke,Medium,Good
A007,S001,SENS03,127,-8.44,15.34,9.29,35.95,1.143,Breaststroke,Medium,Bad
A007,S001,SENS03,128,-1.68,8.0,-0.93,32.45,1.111,Breaststroke,Medium,Medium
A007,S001,SENS03,129,-0.94,14.28,5.21,32.36,1.101,Breaststroke,Medium,Good
A007,S001,SENS03,130,-1.01,13.91,4.16,38.2,1.03,Breaststroke,Medium,Good
A007,S001,SENS03,131,-1.26,14.18,-2.68,31.76,1.14,Breaststroke,Medium,Good
A007,S001,SENS03,132,-4.3,16.28,5.76,33.74,1.155,Breaststroke,Medium,Medium
A007,S001,SENS03,133,-0.75,15.5,-1.67,32.19,1.069,Breaststroke,Medium,Good
A007,S001,SENS03,134,1.47,16.76,-0.7,32.25,1.081,Breaststroke,Medium,Good
A007,S001,SENS03,135,-2.1,13.13,-1.06,33.51,1.028,Breaststroke,Medium,Good
A007,S001,SENS03,136,-8.18,15.44,-6.81,36.38,1.103,Breaststroke,Medium,Bad
A007,S001,SENS03,137,5.62,16.83,3.75,33.12,1.119,Breaststroke,Medium,Medium
A007,S001,SENS03,138,3.62,14.74,0.14,33.84,1.022,Breaststroke,Medium,Good
A007,S001,SENS03,139,-3.71,18.44,2.66,34.66,1.024,Breaststroke,Medium,Medium
A007,S001,SENS03,140,-4.59,17.21,-0.79,30.27,0.982,Breaststroke,Medium,Medium
A007,S001,SENS03,141,2.71,17.25,9.13,35.61,0.997,Breaststroke,Medium,Bad
A007,S001,SENS03,142,2.45,14.13,-0.96,34.1,0.982,Breaststroke,Medium,Good
A007,S001,SENS03,143,5.6,13.29,0.67,31.94,1.079,Breaststroke,Medium,Medium
A007,S001,SENS03,144,1.94,16.32,-2.85,35.5,1.149,Breaststroke,Medium,Good
A007,S001,SENS03,145,-5.21,14.92,-0.8,35.05,1.122,Breaststroke,Medium,Good
A007,S001,SENS03,146,-0.52,16.56,-3.7,35.05,1.018,Breaststroke,Medium,Good
A007,S001,SENS03,147,-2.88,15.43,-2.49,31.26,0.988,Breaststroke,Medium,Good
A007,S001,SENS03,148,-1.22,17.3,1.84,32.63,1.057,Breaststroke,Medium,Good
A007,S001,SENS03,149,-1.61,13.66,8.84,31.6,1.032,Breaststroke,Medium,Medium
A007,S001,SENS03,150,6.55,18.22,1.32,34.61,1.043,Breaststroke,Medium,Medium
A007,S001,SENS03,151,1.76,14.77,-4.46,34.08,1.096,Breaststroke,Medium,Good
A007,S001,SENS03,152,1.13,11.17,3.59,37.97,1.081,Breaststroke,Medium,Medium
A007,S001,SENS03,153,-7.94,12.03,-3.07,34.53,1.112,Breaststroke,Medium,Bad
A007,S001,SENS03,154,5.77,9.56,1.6,31.67,1.094,Breaststroke,Medium,Bad
A007,S001,SENS03,155,-3.33,9.67,-1.33,32.94,1.153,Breaststroke,Medium,Medium
A007,S001,SENS03,156,2.28,12.49,1.42,39.0,1.149,Breaststroke,Medium,Good
A007,S001,SENS03,157,-3.5,16.18,1.68,34.14,1.097,Breaststroke,Medium,Good
A007,S001,SENS03,158,0.02,15.34,-5.58,33.69,1.122,Breaststroke,Medium,Good
A007,S001,SENS03,159,-3.6,12.11,-0.6,34.53,1.084,Breaststroke,Medium,Good
A007,S001,SENS03,160,0.84,16.9,-3.84,36.96,1.088,Breaststroke,Medium,Good
A007,S001,SENS03,161,-0.25,15.95,7.6,28.9,0.944,Breaststroke,Medium,Medium
A007,S001,SENS03,162,4.62,12.72,-5.16,31.54,1.033,Breaststroke,Medium,Medium
A007,S001,SENS03,163,-2.67,14.89,-6.92,35.82,1.004,Breaststroke,Medium,Medium
A007,S001,SENS03,164,-0.52,19.94,6.53,33.51,0.996,Breaststroke,Medium,Bad
A007,S001,SENS03,165,6.17,12.57,-2.14,36.98,1.043,Breaststroke,Medium,Medium
A007,S001,SENS03,166,-7.63,18.82,-0.79,37.8,1.086,Breaststroke,Medium,Medium
A007,S001,SENS03,167,-3.56,15.95,2.23,38.89,1.081,Breaststroke,Medium,Good
A007,S001,SENS03,168,1.34,11.85,-2.68,34.55,1.051,Breaststroke,Medium,Medium
A007,S001,SENS03,169,0.07,12.33,-6.82,33.17,1.033,Breaststroke,Medium,Medium
A007,S001,SENS03,170,7.95,16.02,-3.88,34.04,1.089,Breaststroke,Medium,Medium
A007,S001,SENS03,171,0.32,15.58,4.78,34.38,1.125,Breaststroke,Medium,Good
A007,S001,SENS03,172,-4.37,12.96,2.46,34.44,1.073,Breaststroke,Medium,Medium
A007,S001,SENS03,173,-0.21,17.03,-1.93,30.18,1.0,Breaststroke,Medium,Good
A007,S001,SENS03,174,-3.77,17.04,1.0,33.16,1.088,Breaststroke,Medium,Good
A007,S001,SENS03,175,3.37,8.71,-3.81,36.96,1.06,Breaststroke,Medium,Bad
A007,S001,SENS03,176,-4.91,18.36,-13.16,34.76,1.074,Breaststroke,Medium,Bad
A007,S001,SENS03,177,2.53,12.19,4.37,38.05,0.987,Breaststroke,Medium,Medium
A007,S001,SENS03,178,6.06,17.94,1.82,33.8,1.094,Breaststroke,Medium,Medium
A007,S001,SENS03,179,-2.75,16.3,-1.5,36.0,0.95,Breaststroke,Medium,Good
A007,S001,SENS03,180,-1.41,17.42,0.28,37.07,1.048,Breaststroke,Medium,Good
A007,S001,SENS03,181,-4.83,11.21,3.14,36.21,1.059,Breaststroke,Medium,Medium
A007,S001,SENS03,182,0.75,18.2,1.2,33.75,1.088,Breaststroke,Medium,Good
A007,S001,SENS03,183,-4.89,13.66,-5.25,35.64,1.158,Breaststroke,Medium,Medium
A007,S001,SENS03,184,-3.14,17.77,2.82,32.99,1.122,Breaststroke,Medium,Medium
A007,S001,SENS03,185,-1.95,16.58,8.13,37.34,1.091,Breaststroke,Medium,Medium
A007,S001,SENS03,186,3.3,15.01,3.52,32.38,1.11,Breaststroke,Medium,Good
A007,S001,SENS03,187,-5.47,18.91,5.71,35.66,1.097,Breaststroke,Medium,Bad
A007,S001,SENS03,188,1.69,15.16,1.54,40.63,0.947,Breaststroke,Medium,Good
A007,S001,SENS03,189,-2.9,16.26,-1.59,31.33,1.093,Breaststroke,Medium,Good
A007,S001,SENS03,190,-3.37,19.35,1.3,33.45,1.049,Breaststroke,Medium,Medium
A007,S001,SENS03,191,2.04,3.19,-0.28,37.88,1.166,Breaststroke,Medium,Bad
A007,S001,SENS03,192,-3.31,15.91,-5.44,35.94,1.049,Breaststroke,Medium,Medium
A007,S001,SENS03,193,-1.94,20.07,0.6,36.45,1.095,Breaststroke,Medium,Medium
A007,S001,SENS03,194,6.22,14.4,-7.02,30.32,1.089,Breaststroke,Medium,Medium
A007,S001,SENS03,195,-4.69,16.92,-3.0,34.1,1.054,Breaststroke,Medium,Medium
A007,S001,SENS03,196,3.12,10.91,-4.17,35.64,1.177,Breaststroke,Medium,Medium
A007,S001,SENS03,197,1.15,13.13,0.49,31.73,1.131,Breaststroke,Medium,Good
A007,S001,SENS03,198,-2.2,19.84,-6.93,34.09,1.047,Breaststroke,Medium,Bad
A007,S001,SENS03,199,3.36,12.38,2.94,33.95,1.09,Breaststroke,Medium,Medium
A007,S001,SENS03,200,2.31,17.67,4.92,30.38,1.075,Breaststroke,Medium,Medium
A007,S001,SENS03,201,3.38,15.47,2.5,36.36,1.048,Breaststroke,Medium,Good
A007,S001,SENS03,202,-2.3,17.55,-6.2,33.09,1.085,Breaststroke,Medium,Medium
A007,S001,SENS03,203,-3.68,15.11,-3.23,34.09,1.154,Breaststroke,Medium,Good
A007,S001,SENS03,204,0.98,13.73,-2.02,32.5,0.994,Breaststroke,Medium,Good
A007,S001,SENS03,205,4.93,21.38,4.54,35.58,1.1,Breaststroke,Medium,Bad
A007,S001,SENS03,206,-1.44,12.93,0.21,38.6,1.076,Breaststroke,Medium,Good
A007,S001,SENS03,207,6.09,10.53,3.24,32.73,1.052,Breaststroke,Medium,Bad
A007,S001,SENS03,208,-4.2,15.94,-4.86,40.82,1.099,Breaststroke,Medium,Medium
A007,S001,SENS03,209,-4.88,18.12,3.17,39.7,1.147,Breaststroke,Medium,Medium
A007,S001,SENS03,210,1.89,16.04,-1.09,33.31,1.086,Breaststroke,Medium,Good
A007,S001,SENS03,211,3.0,14.14,0.36,28.73,1.085,Breaststroke,Medium,Good
A007,S001,SENS03,212,-2.77,13.9,-7.2,36.87,1.105,Breaststroke,Medium,Medium
A007,S001,SENS03,213,-1.19,14.67,6.28,31.11,1.084,Breaststroke,Medium,Good
A007,S001,SENS03,214,-0.63,17.71,1.16,31.42,1.077,Breaststroke,Medium,Good
A007,S001,SENS03,215,1.29,19.18,7.0,31.95,1.047,Breaststroke,Medium,Medium
A007,S001,SENS03,216,2.47,14.55,-1.56,33.54,1.064,Breaststroke,Medium,Good
A007,S001,SENS03,217,-1.6,17.31,1.32,36.55,1.017,Breaststroke,Medium,Good
A007,S001,SENS03,218,-3.45,18.45,6.67,35.32,1.169,Breaststroke,Medium,Bad
A007,S001,SENS03,219,-3.09,10.52,-2.71,32.8,1.067,Breaststroke,Medium,Medium
A007,S001,SENS03,220,7.5,15.91,5.25,36.81,1.105,Breaststroke,Medium,Medium
A007,S001,SENS03,221,10.26,15.26,-3.61,34.35,1.111,Breaststroke,Medium,Medium
A007,S001,SENS03,222,-3.22,17.62,-8.3,34.83,1.029,Breaststroke,Medium,Bad
A007,S001,SENS03,223,-0.5,13.27,1.7,36.32,1.11,Breaststroke,Medium,Good
A007,S001,SENS03,224,4.87,18.15,-5.63,31.33,1.069,Breaststroke,Medium,Bad
A007,S001,SENS03,225,3.53,14.47,7.5,34.79,1.2,Breaststroke,Medium,Medium
A007,S001,SENS03,226,3.02,13.52,-4.83,37.11,1.057,Breaststroke,Medium,Medium
A007,S001,SENS03,227,-1.04,17.03,5.44,33.15,1.087,Breaststroke,Medium,Medium
A007,S001,SENS03,228,-0.15,15.76,3.12,33.09,1.134,Breaststroke,Medium,Good
A007,S001,SENS03,229,7.54,17.28,0.29,34.69,0.988,Breaststroke,Medium,Medium
A007,S001,SENS03,230,6.11,17.15,6.04,33.97,0.969,Breaststroke,Medium,Bad
A007,S001,SENS03,231,3.07,11.63,-1.89,34.92,1.154,Breaststroke,High,Bad
A007,S001,SENS03,232,-1.06,10.24,-9.14,33.41,1.093,Breaststroke,High,Bad
A007,S001,SENS03,233,2.91,17.41,1.77,35.54,0.954,Breaststroke,High,Medium
A007,S001,SENS03,234,-0.95,12.16,-1.75,33.68,1.033,Breaststroke,High,Medium
A007,S001,SENS03,235,0.34,13.38,-0.85,35.98,1.09,Breaststroke,High,Good
A007,S001,SENS03,236,5.43,11.07,6.44,34.58,1.101,Breaststroke,High,Bad
A007,S001,SENS03,237,0.4,13.36,3.94,29.91,1.03,Breaststroke,High,Medium
A007,S001,SENS03,238,-1.66,16.04,0.26,33.49,1.038,Breaststroke,High,Good
A007,S001,SENS03,239,-2.6,15.61,4.39,30.8,0.959,Breaststroke,High,Medium
A007,S001,SENS03,240,9.91,15.73,0.69,34.57,1.103,Breaststroke,High,Medium
A007,S001,SENS03,241,0.77,14.2,-0.6,32.96,1.021,Breaststroke,High,Good
A007,S001,SENS03,242,7.61,14.3,-8.44,32.5,1.027,Breaststroke,High,Bad
A007,S001,SENS03,243,-4.51,13.08,1.23,33.76,0.985,Breaststroke,High,Medium
A007,S001,SENS03,244,-3.72,12.93,-4.31,31.82,0.991,Breaststroke,High,Medium
A007,S001,SENS03,245,2.92,15.28,2.43,32.5,1.002,Breaststroke,High,Medium
A007,S001,SENS03,246,-7.9,20.58,0.93,36.14,1.036,Breaststroke,High,Bad
A007,S001,SENS03,247,1.63,15.36,3.76,33.79,1.004,Breaststroke,High,Medium
A007,S001,SENS03,248,7.34,16.03,-4.96,31.49,1.0,Breaststroke,High,Bad
A007,S001,SENS03,249,-2.13,8.67,-4.38,37.82,1.047,Breaststroke,High,Bad
A007,S001,SENS03,250,2.27,14.02,4.11,34.64,0.999,Breaststroke,High,Medium
A007,S001,SENS03,251,0.03,15.79,-1.27,34.48,0.949,Breaststroke,High,Good
A007,S001,SENS03,252,5.89,12.68,1.41,31.03,1.092,Breaststroke,High,Medium
A007,S001,SENS03,253,-2.05,15.32,4.7,30.08,0.938,Breaststroke,High,Medium
A007,S001,SENS03,254,0.55,11.28,-2.78,30.61,1.006,Breaststroke,High,Medium
A007,S001,SENS03,255,-3.25,19.0,8.35,35.0,1.107,Breaststroke,High,Medium
A007,S001,SENS03,256,5.9,11.21,-2.66,33.07,1.009,Breaststroke,High,Bad
A007,S001,SENS03,257,-0.48,19.17,-1.41,35.71,1.073,Breaststroke,High,Medium
A007,S001,SENS03,258,3.06,20.32,2.6,32.39,1.038,Breaststroke,High,Bad
A007,S001,SENS03,259,7.71,14.4,2.62,33.5,0.95,Breaststroke,High,Bad
A007,S001,SENS03,260,1.95,17.23,-0.9,34.13,0.91,Breaststroke,High,Medium
A007,S001,SENS03,261,-3.7,14.14,-0.18,32.43,0.959,Breaststroke,High,Medium
A007,S001,SENS03,262,-3.89,11.87,-2.22,36.38,1.031,Breaststroke,High,Medium
A007,S001,SENS03,263,-2.31,12.94,0.85,34.54,1.039,Breaststroke,High,Medium
A007,S001,SENS03,264,4.52,16.8,0.43,34.98,1.114,Breaststroke,High,Medium
A007,S001,SENS03,265,-4.66,11.4,5.8,28.49,1.083,Breaststroke,High,Bad
A007,S001,SENS03,266,1.65,16.62,-2.85,34.74,1.044,Breaststroke,High,Medium
A007,S001,SENS03,267,0.81,15.1,1.09,32.95,1.044,Breaststroke,High,Good
A007,S001,SENS03,268,4.43,16.05,5.26,32.97,1.063,Breaststroke,High,Medium
A007,S001,SENS03,269,-6.66,13.21,-4.48,32.16,0.998,Breaststroke,High,Bad
A007,S001,SENS03,270,3.31,11.8,3.39,32.04,0.982,Breaststroke,High,Medium
A007,S001,SENS03,271,-2.44,20.83,0.56,35.24,1.139,Breaststroke,High,Medium
A007,S001,SENS03,272,2.68,15.0,2.45,32.99,1.009,Breaststroke,High,Good
A007,S001,SENS03,273,-7.1,15.81,2.64,33.82,1.018,Breaststroke,High,Medium
A007,S001,SENS03,274,-2.19,11.35,1.2,34.72,1.016,Breaststroke,High,Medium
A007,S001,SENS03,275,-2.82,15.73,0.61,34.61,0.961,Breaststroke,High,Good
A007,S001,SENS03,276,2.15,16.13,-4.02,32.45,1.066,Breaststroke,High,Medium
A007,S001,SENS03,277,2.09,15.83,5.74,38.31,1.028,Breaststroke,High,Medium
A007,S001,SENS03,278,1.37,16.94,-1.9,38.47,1.021,Breaststroke,High,Medium
A007,S001,SENS03,279,-2.79,10.36,-1.6,32.06,0.995,Breaststroke,High,Medium
A007,S001,SENS03,280,-3.36,16.73,-0.31,36.14,1.034,Breaststroke,High,Medium
A007,S001,SENS03,281,7.32,18.19,0.77,39.13,1.041,Breaststroke,High,Bad
A007,S001,SENS03,282,-2.78,7.65,-1.96,34.22,1.069,Breaststroke,High,Bad
A007,S001,SENS03,283,-2.81,15.23,6.43,34.1,1.114,Breaststroke,High,Medium
A007,S001,SENS03,284,2.51,12.06,1.9,32.2,0.971,Breaststroke,High,Medium
A007,S001,SENS03,285,4.67,18.2,-1.27,38.62,0.943,Breaststroke,High,Medium
A007,S001,SENS03,286,-3.91,5.56,5.33,33.96,1.0,Breaststroke,High,Bad
A007,S001,SENS03,287,5.18,17.32,-2.12,31.71,0.972,Breaststroke,High,Medium
A007,S001,SENS03,288,7.32,16.52,0.82,33.04,1.013,Breaststroke,High,Medium
